Date,wdf_A01,wdf_A02,wdf_A03,wdf_A04,wdf_A05,wdf_A06,wdf_A07,wdf_A08,wdf_A09,wdf_A10,wdf_A11,wdf_A12,wdf_A13,wdf_A14,wdf_A15,wde_A01,wde_A02,wde_A03,wde_A04,wde_A05,wde_A06,wde_A07,wde_A08,wde_A09,wde_A10,wde_A11,wde_A12,wde_A13,wde_A14,wde_A15
2023-05-01,,,,,,,,,,,,,,,,35.8292,35.2305,35.8122,37.0726,39.3507,39.3507,36.658,36.658,36.658,28.0525,28.0525,28.0525,28.3808,28.3808,28.3808
2023-05-02,,,,,,,,,,,,,,,,36.0513,34.9594,35.5775,36.4984,39.1414,39.1414,36.8505,36.8505,36.8505,28.2685,28.2685,28.2685,28.0708,28.0708,28.0708
2023-05-03,,,,,,,,,,,,,,,,34.2293,33.1044,33.6482,35.7664,38.4733,38.4733,35.8695,35.8695,35.8695,27.3313,27.3313,27.3313,27.1983,27.1983,27.1983
2023-05-04,,,,,,,,,,,,,,,,34.6062,33.257,33.8247,35.454,36.8582,36.8582,35.7508,35.7508,35.7508,27.6073,27.6073,27.6073,27.5605,27.5605,27.5605
2023-05-05,,,,,,,,,,,,,,,,34.0328,32.3625,33.1485,35.2135,35.9483,35.9483,35.4765,35.4765,35.4765,27.0183,27.0183,27.0183,27.0653,27.0653,27.0653
2023-05-08,,,,,,,,,,,,,,,,34.0328,32.3625,33.1485,35.2135,35.9483,35.9483,35.4765,35.4765,35.4765,27.0183,27.0183,27.0183,27.0653,27.0653,27.0653
2023-05-09,,,,,,,,,,,,,,,,36.789,32.9749,33.6291,35.5429,37.5064,37.5064,35.8808,35.8808,35.8808,27.242,27.242,27.242,27.2718,27.2718,27.2718
2023-05-10,,,,,,,,,,,,,,,,36.8141,33.4263,34.1011,35.6971,37.8927,37.8927,35.9873,35.9873,35.9873,27.2668,27.2668,27.2668,27.2843,27.2843,27.2843
2023-05-11,,,,,,,,,,,,,,,,37.57,34.235,34.7302,35.8764,38.8699,38.8699,36.0198,36.0198,36.0198,27.3565,27.3565,27.3565,27.2953,27.2953,27.2953
2023-05-12,,,,,,,,,,,,,,,,36.6274,33.6607,34.1832,35.9889,38.2918,38.2918,36.0145,36.0145,36.0145,27.3565,27.3565,27.3565,27.2893,27.2893,27.2893
2023-05-15,,,,,,,,,,,,,,,,36.2584,33.1168,33.6347,35.6466,37.801,37.801,35.9605,35.9605,35.9605,27.3543,27.3543,27.3543,27.2878,27.2878,27.2878
2023-05-16,,,,,,,,,,,,,,,,37.1463,33.2112,33.8454,35.7084,38.0372,38.0372,36.158,36.158,36.158,27.5863,27.5863,27.5863,27.3575,27.3575,27.3575
2023-05-17,,,,,,,,,,,,,,,,36.8013,33.0439,33.8281,35.7354,38.6278,38.6278,36.1325,36.1325,36.1325,27.3725,27.3725,27.3725,27.3683,27.3683,27.3683
2023-05-18,,,,,,,,,,,,,,,,36.5705,32.7929,33.5816,35.7346,38.1031,38.1031,35.571,35.571,35.571,27.1888,27.1888,27.1888,26.9755,26.9755,26.9755
2023-05-19,,,,,,,,,,,,,,,,36.1341,32.2978,32.7998,35.1637,36.902,36.902,35.4795,35.4795,35.4795,27.1963,27.1963,27.1963,26.941,26.941,26.941
2023-05-22,,,,,,,,,,,,,,,,36.5494,32.0593,32.645,35.2852,36.7917,36.7917,34.8798,34.8798,34.8798,27.215,27.215,27.215,27.011,27.011,27.011
2023-05-23,,,,,,,,,,,,,,,,32.8354,33.183,35.5244,37.6361,37.6361,34.937,34.937,34.937,27.4998,27.4998,27.4998,27.404,27.404,27.404,31.3593
2023-05-24,,,,,,,,,,,,,,,,33.0016,32.7027,35.5274,37.3792,37.3792,34.2018,34.2018,34.2018,27.6605,27.6605,27.6605,27.6225,27.6225,27.6225,31.9303
2023-05-25,,,,,,,,,,,,,,,,33.3199,33.8364,35.5124,37.6421,37.6421,34.138,34.138,34.138,27.6358,27.6358,27.6358,27.6588,27.6588,27.6588,32.0035
2023-05-26,,,,,,,,,,,,,,,,33.4947,34.0445,35.5132,37.6417,37.6417,34.138,34.138,34.138,27.6358,27.6358,27.6358,27.6588,27.6588,27.6588,32.0035
2023-05-30,,,,,,,,,,,,,,,,33.3225,34.0347,35.4974,37.0061,37.0061,34.138,34.138,34.138,27.8428,27.8428,27.8428,27.91,27.91,27.91,31.5453
2023-05-31,,,,,,,,,,,,,,,,33.3942,33.9487,35.7802,36.9968,38.4436,33.9963,33.9963,33.9963,27.8563,27.8563,27.8563,27.9273,27.9273,27.9273,31.6203
2023-06-01,,,,,,,,,,,,,,,,33.4443,33.9122,35.848,36.8256,39.1844,33.9888,33.9888,33.9888,27.8585,27.8585,27.8585,27.9273,27.9273,27.9273,31.6255
2023-06-02,,,,,,,,,,,,,,,,33.824,34.0951,36.0392,37.0828,41.1418,34.133,34.133,34.133,27.8778,27.8778,27.8778,28.0548,28.0548,28.0548,31.4845
2023-06-05,,,,,,,,,,,,,,,,34.1957,34.9582,36.3979,37.5803,41.6807,34.1728,34.1728,34.1728,27.9168,27.9168,27.9168,28.09,28.09,28.09,31.7365
2023-06-06,,,,,,,,,,,,,,,,36.0895,35.9142,36.7361,37.8136,43.5949,34.4798,34.4798,34.4798,28.4345,28.4345,28.4345,28.38,28.38,28.38,31.9738
2023-06-07,,,,,,,,,,,,,,,,35.9636,35.8578,36.7526,37.8893,42.4207,34.6633,34.6633,34.6633,28.6245,28.6245,28.6245,28.4883,28.4883,28.4883,32.51
2023-06-08,,,,,,,,,,,,,,,,35.5768,35.5293,36.7249,37.8751,42.4627,34.9498,34.9498,34.9498,28.7318,28.7318,28.7318,28.5033,28.5033,28.5033,32.1013
2023-06-09,,,,,,,,,,,,,,,,37.147,35.7863,37.1652,38.4497,41.9543,35.0715,35.0715,35.0715,28.831,28.831,28.831,28.5658,28.5658,28.5658,32.3798
2023-06-12,,,,,,,,,,,,,,,,38.0318,36.9115,37.9632,39.6176,43.4004,35.0925,35.0925,35.0925,28.8873,28.8873,28.8873,28.9918,28.9918,28.9918,32.9625
2023-06-13,,,,,,,,,,,,,,,,38.0491,36.9468,37.9587,39.6483,43.4574,35.696,35.696,35.696,28.9065,28.9065,28.9065,29.1393,29.1393,29.1393,33.0253
2023-06-14,,,,,,,,,,,,,,,,38.4345,36.4729,37.7042,39.3675,42.3943,36.0038,36.0038,36.0038,29.8808,29.8808,29.8808,29.425,29.425,29.425,33.2695
2023-06-15,,,,,,,,,,,,,,,,39.1124,37.3253,38.0962,39.7535,43.5181,36.122,36.122,36.122,29.8935,29.8935,29.8935,29.4588,29.4588,29.4588,33.1758
2023-06-16,,,,,,,,,,,,,,,,39.5008,38.0338,39.8995,41.0251,42.6351,36.072,36.072,36.072,29.9935,29.9935,29.9935,29.4603,29.4603,29.4603,33.1743
2023-06-20,,,,,,,,,,,,,,,,37.0541,37.1463,39.3207,40.2959,41.0415,35.8175,35.8175,35.8175,29.925,29.925,29.925,29.3905,29.3905,29.3905,33.239
2023-06-21,,,,,,,,,,,,,,,,36.9039,38.0453,39.2826,40.9124,35.6135,35.6135,35.6135,29.6895,29.6895,29.6895,29.1468,29.1468,29.1468,32.9503,32.9503
2023-06-22,,,,,,,,,,,,,,,,37.1815,38.3695,39.5161,41.482,35.8453,35.8453,35.8453,29.7578,29.7578,29.7578,29.1693,29.1693,29.1693,33.2278,33.2278
2023-06-23,,,,,,,,,,,,,,,,37.6685,38.4771,39.8134,41.825,35.8703,35.8703,35.8703,29.7328,29.7328,29.7328,29.1693,29.1693,29.1693,33.2278,33.2278
2023-06-26,,,,,,,,,,,,,,,,37.5193,38.4243,39.6365,41.7693,35.8703,35.8703,35.8703,29.7328,29.7328,29.7328,29.1655,29.1655,29.1655,33.2315,33.2315
2023-06-27,,,,,,,,,,,,,,,,37.8059,38.9158,40.4398,42.7941,36.75,36.75,36.75,30.8268,30.8268,30.8268,29.4343,29.4343,29.4343,32.385,32.385
2023-06-28,,,,,,,,,,,,,,,,37.6858,39.2087,40.3262,42.202,36.7425,36.7425,36.7425,30.9533,30.9533,30.9533,29.186,29.186,29.186,32.1183,32.1183
2023-06-29,,,,,,,,,,,,,,,,38.7415,40.0857,41.0671,44.1183,36.889,36.889,36.889,31.1598,31.1598,31.1598,29.3203,29.3203,29.3203,32.232,32.232
2023-06-30,,,,,,,,,,,,,,,,38.3887,40.4686,41.3713,42.8287,36.7838,36.7838,36.7838,31.7075,31.7075,31.7075,29.658,29.658,29.658,32.7848,32.7848
2023-07-03,,,,,,,,,,,,,,,,38.7367,40.1416,41.3071,42.7381,36.8033,36.8033,36.8033,31.559,31.559,31.559,29.643,29.643,29.643,32.8598,32.8598
2023-07-05,,,,,,,,,,,,,,,,37.1365,38.1527,39.0391,40.123,36.556,36.556,36.556,31.2453,31.2453,31.2453,29.5078,29.5078,29.5078,32.991,32.991
2023-07-06,,,,,,,,,,,,,,,,37.5897,38.8156,40.0701,40.8283,36.5105,36.5105,36.5105,31.1038,31.1038,31.1038,29.372,29.372,29.372,32.6968,32.6968
2023-07-07,,,,,,,,,,,,,,,,37.4589,38.5053,39.5245,40.5761,36.5105,36.5105,36.5105,31.0888,31.0888,31.0888,29.3683,29.3683,29.3683,32.7155,32.7155
2023-07-10,,,,,,,,,,,,,,,,37.5444,38.3948,39.3339,40.1262,36.4715,36.4715,36.4715,31.0225,31.0225,31.0225,29.3945,29.3945,29.3945,32.5105,32.5105
2023-07-11,,,,,,,,,,,,,,,,37.1518,38.1322,38.9388,39.9008,36.5165,36.5165,36.5165,31.0563,31.0563,31.0563,29.4433,29.4433,29.4433,32.941,32.941
2023-07-12,,,,,,,,,,,,,,,,36.7329,38.0669,38.8308,39.7688,36.4665,36.4665,36.4665,31.0063,31.0063,31.0063,29.4415,29.4415,29.4415,32.9138,32.9138
2023-07-13,,,,,,,,,,,,,,,,36.9177,38.5549,39.4493,40.3778,36.4453,36.4453,36.4453,30.9835,30.9835,30.9835,29.5003,29.5003,29.5003,32.974,32.974
2023-07-14,,,,,,,,,,,,,,,,37.0908,38.5535,39.4022,40.4214,36.4328,36.4328,36.4328,31.0195,31.0195,31.0195,29.57,29.57,29.57,32.9778,32.9778
2023-07-17,,,,,,,,,,,,,,,,37.036,38.5537,39.3634,40.3443,36.423,36.423,36.423,30.9475,30.9475,30.9475,29.5663,29.5663,29.5663,33.2253,33.2253
2023-07-18,,,,,,,,,,,,,,,,36.4268,38.1208,38.8725,39.7916,36.3938,36.3938,36.3938,30.9213,30.9213,30.9213,29.54,29.54,29.54,33.208,33.208
2023-07-19,,,,,,,,,,,,,,,,35.817,37.4827,38.2193,39.1572,36.2368,36.2368,36.2368,30.826,30.826,30.826,29.5228,29.5228,29.5228,32.8285,32.8285
2023-07-20,,,,,,,,,,,,,,,,35.817,37.4827,38.2193,39.1572,36.2368,36.2368,36.2368,30.826,30.826,30.826,29.5228,29.5228,29.5228,32.8285,32.8285
2023-07-21,,,,,,,,,,,,,,,,35.7075,37.7917,38.5819,39.7128,36.0843,36.0843,36.0843,30.65,30.65,30.65,29.3805,29.3805,29.3805,32.7633,32.7633
2023-07-24,,,,,,,,,,,,,,,,37.1828,38.0748,39.141,35.9453,35.9453,35.9453,30.469,30.469,30.469,29.2133,29.2133,29.2133,32.3725,32.3725,32.3725
2023-07-25,,,,,,,,,,,,,,,,37.2456,38.2306,39.386,35.7958,35.7958,35.7958,30.4615,30.4615,30.4615,29.2008,29.2008,29.2008,32.604,32.604,32.604
2023-07-26,,,,,,,,,,,,,,,,37.041,38.0823,39.303,35.8775,35.8775,35.8775,30.502,30.502,30.502,29.2008,29.2008,29.2008,32.9708,32.9708,32.9708
2023-07-27,,,,,,,,,,,,,,,,37.1563,38.2193,39.452,35.918,35.918,35.918,30.5448,30.5448,30.5448,29.4453,29.4453,29.4453,33.023,33.023,33.023
2023-07-28,,,,,,,,,,,,,,,,37.2104,38.1971,39.5433,35.9908,35.9908,35.9908,30.6138,30.6138,30.6138,29.6733,29.6733,29.6733,32.9563,32.9563,32.9563
2023-07-31,,,,,,,,,,,,,,,,37.3911,38.1895,39.5525,36.3395,35.8164,35.8164,30.6138,30.6138,30.6138,29.6733,29.6733,29.6733,32.933,32.933,32.933
2023-08-01,,,,,,,,,,,,,,,,36.8392,37.7843,39.0593,36.615,35.9749,35.9749,30.495,30.495,30.495,29.4958,29.4958,29.4958,32.8605,32.8605,32.8605
2023-08-02,,,,,,,,,,,,,,,,36.6772,37.5093,38.6801,37.29,35.2864,35.2864,30.5325,30.5325,30.5325,29.6815,29.6815,29.6815,32.743,32.743,32.743
2023-08-03,,,,,,,,,,,,,,,,36.7955,37.907,39.1469,37.3305,35.526,35.526,30.3393,30.3393,30.3393,29.5245,29.5245,29.5245,32.6208,32.6208,32.6208
2023-08-04,,,,,,,,,,,,,,,,37.174,38.0504,39.3038,37.5255,35.9591,35.9591,30.3393,30.3393,30.3393,29.4773,29.4773,29.4773,32.577,32.577,32.577
2023-08-07,,,,,,,,,,,,,,,,37.0537,37.8722,39.2333,37.5353,35.9768,35.9768,30.3265,30.3265,30.3265,29.466,29.466,29.466,32.58,32.58,32.58
2023-08-08,,,,,,,,,,,,,,,,36.6653,37.4091,38.8336,37.3185,35.7664,35.7664,30.2308,30.2308,30.2308,29.389,29.389,29.389,32.5675,32.5675,32.5675
2023-08-09,,,,,,,,,,,,,,,,36.3747,37.498,38.9075,37.317,35.7739,35.7739,30.272,30.272,30.272,29.3958,29.3958,29.3958,32.5645,32.5645,32.5645
2023-08-10,,,,,,,,,,,,,,,,36.6634,37.8189,39.0693,37.3208,35.691,35.691,30.2883,30.2883,30.2883,29.4105,29.4105,29.4105,32.5785,32.5785,32.5785
2023-08-11,,,,,,,,,,,,,,,,37.018,37.9111,39.1922,37.3883,35.6539,35.6539,30.2883,30.2883,30.2883,29.4083,29.4083,29.4083,32.5785,32.5785,32.5785
2023-08-14,,,,,,,,,,,,,,,,37.4163,38.2891,39.0706,37.21,35.6631,35.6631,30.2883,30.2883,30.2883,29.4083,29.4083,29.4083,32.5785,32.5785,32.5785
2023-08-15,,,,,,,,,,,,,,,,37.8939,39.0738,39.9921,37.1568,35.5986,35.5986,30.226,30.226,30.226,29.4315,29.4315,29.4315,32.5785,32.5785,32.5785
2023-08-16,,,,,,,,,,,,,,,,37.3045,38.4326,39.2219,37.1185,35.5199,35.5199,30.187,30.187,30.187,29.412,29.412,29.412,32.5463,32.5463,32.5463
2023-08-17,,,,,,,,,,,,,,,,37.5351,38.6051,39.4234,37.0525,35.1156,35.1156,30.5948,30.5948,30.5948,29.853,29.853,29.853,32.9918,32.9918,32.9918
2023-08-18,,,,,,,,,,,,,,,,37.4653,38.6051,39.4849,37.0525,35.1156,35.1156,30.6008,30.6008,30.6008,29.8455,29.8455,29.8455,32.9918,32.9918,32.9918
2023-08-21,,,,,,,,,,,,,,,,37.6371,38.8707,39.7535,37.1848,35.3761,35.3761,30.5998,30.5998,30.5998,29.8583,29.8583,29.8583,33.0315,33.0315,33.0315
2023-08-22,,,,,,,,,,,,,,,,37.4674,38.7997,39.743,37.1848,35.4076,35.4076,30.7455,30.7455,30.7455,29.823,29.823,29.823,32.9523,32.9523,32.9523
2023-08-23,,,,,,,,,,,,,,,,38.7777,39.7228,37.0873,35.2423,35.2423,30.6073,30.6073,30.6073,29.739,29.739,29.739,32.7933,32.7933,32.7933,31.25
2023-08-24,,,,,,,,,,,,,,,,38.6051,39.5791,37.3535,35.1035,35.1035,30.6035,30.6035,30.6035,29.733,29.733,29.733,32.7873,32.7873,32.7873,31.25
2023-08-25,,,,,,,,,,,,,,,,38.6051,39.5693,37.367,35.0968,35.0968,30.6035,30.6035,30.6035,29.733,29.733,29.733,32.7873,32.7873,32.7873,31.25
2023-08-28,,,,,,,,,,,,,,,,38.518,39.4822,37.342,35.0718,35.0718,30.5785,30.5785,30.5785,29.708,29.708,29.708,32.8373,32.8373,32.8373,31.25
2023-08-29,,,,,,,,,,,,,,,,38.1687,39.243,37.3023,34.8678,34.8678,30.4688,30.4688,30.4688,29.5893,29.5893,29.5893,32.6868,32.6868,32.6868,31.25
2023-08-30,,,,,,,,,,,,,,,,37.6311,39.0754,37.29,34.6425,34.6425,30.366,30.366,30.366,29.566,29.566,29.566,32.6545,32.6545,32.6545,31.25
2023-08-31,,,,,,,,,,,,,,,,36.1777,37.9223,37.2398,34.9628,34.0688,30.2865,30.2865,30.2865,29.4288,29.4288,29.4288,32.5668,32.5668,32.5668,31.25
2023-09-01,,,,,,,,,,,,,,,,36.1486,37.8813,36.7178,35.0993,34.4003,30.2685,30.2685,30.2685,29.4655,29.4655,29.4655,32.5668,32.5668,32.5668,31.25
2023-09-05,,,,,,,,,,,,,,,,35.5727,37.8732,35.9165,34.2515,33.047,29.6968,29.6968,29.6968,28.9905,28.9905,28.9905,31.93,31.93,31.93,31.25
2023-09-06,,,,,,,,,,,,,,,,34.7487,37.0717,34.3763,32.6228,31.431,28.463,28.463,28.463,27.8993,27.8993,27.8993,30.8385,30.8385,30.8385,29.5
2023-09-07,,,,,,,,,,,,,,,,34.4399,37.711,34.536,32.7915,31.5908,29.3895,29.3895,29.3895,29.0745,29.0745,29.0745,32.1083,32.1083,32.1083,29.0
2023-09-08,,,,,,,,,,,,,,,,33.2704,36.8838,34.1773,32.3323,31.1255,29.1363,29.1363,29.1363,28.8198,28.8198,28.8198,32.1148,32.1148,32.1148,29.3548
2023-09-11,,,,,,,,,,,,,,,,32.0069,35.3621,33.6338,31.6883,30.741,28.5643,28.5643,28.5643,28.213,28.213,28.213,31.4448,31.4448,31.4448,29.134
2023-09-12,,,,,,,,,,,,,,,,32.4674,35.4786,33.6308,31.6875,30.729,28.9115,28.9115,28.9115,28.4953,28.4953,28.4953,31.6843,31.6843,31.6843,29.1358
2023-09-13,,,,,,,,,,,,,,,,32.483,35.7306,33.588,31.6553,30.7568,29.2373,29.2373,29.2373,28.9135,28.9135,28.9135,31.8193,31.8193,31.8193,29.2958
2023-09-14,,,,,,,,,,,,,,,,32.8667,35.7623,33.875,31.946,31.3505,29.2223,29.2223,29.2223,28.707,28.707,28.707,31.702,31.702,31.702,29.3023
2023-09-15,,,,,,,,,,,,,,,,32.5933,35.7478,33.9848,32.145,32.109,29.4748,29.4748,29.4748,28.6678,28.6678,28.6678,31.5735,31.5735,31.5735,29.1098
2023-09-18,,,,,,,,,,,,,,,,32.7425,36.2671,34.2078,32.3613,32.197,29.541,29.541,29.541,28.7335,28.7335,28.7335,31.5623,31.5623,31.5623,29.1495
2023-09-19,,,,,,,,,,,,,,,,32.7044,36.8461,34.3815,32.694,31.971,29.6968,29.6968,29.6968,29.0405,29.0405,29.0405,31.4065,31.4065,31.4065,29.2455
2023-09-20,,,,,,,,,,,,,,,,33.5729,37.6835,34.8563,33.1583,32.3978,30.145,30.145,30.145,29.4618,29.4618,29.4618,31.9225,31.9225,31.9225,29.4275
2023-09-21,,,,,,,,,,,,,,,,35.0538,38.5085,35.1335,33.3718,32.6848,30.3155,30.3155,30.3155,29.6365,29.6365,29.6365,32.1093,32.1093,32.1093,29.745
2023-09-22,,,,,,,,,,,,,,,,35.554,38.5327,35.0245,33.2508,32.8533,30.286,30.286,30.286,29.632,29.632,29.632,32.204,32.204,32.204,29.6453
2023-09-25,,,,,,,,,,,,,,,,37.3836,34.9898,33.18,32.3678,30.2295,30.2295,30.2295,29.6005,29.6005,29.6005,32.1888,32.1888,32.1888,29.6328,29.6328
2023-09-26,,,,,,,,,,,,,,,,36.5534,34.466,32.681,31.8598,29.8188,29.8188,29.8188,29.225,29.225,29.225,31.7948,31.7948,31.7948,29.6155,29.6155
2023-09-27,,,,,,,,,,,,,,,,35.5986,33.952,32.1625,30.9543,29.3745,29.3745,29.3745,28.778,28.778,28.778,31.3288,31.3288,31.3288,29.3905,29.3905
2023-09-28,,,,,,,,,,,,,,,,34.8045,34.0755,32.196,31.179,29.3348,29.3348,29.3348,28.793,28.793,28.793,31.388,31.388,31.388,29.3905,29.3905
2023-09-29,,,,,,,,,,,,,,,,34.9053,33.7795,31.8993,30.886,29.3765,29.3765,29.3765,28.8513,28.8513,28.8513,31.376,31.376,31.376,29.3705,29.3705
2023-10-02,,,,,,,,,,,,,,,,35.2083,34.1838,32.1528,31.123,29.4528,29.4528,29.4528,28.9905,28.9905,28.9905,31.5568,31.5568,31.5568,29.4335,29.4335
2023-10-03,,,,,,,,,,,,,,,,35.6814,34.56,32.7225,31.7175,29.958,29.958,29.958,29.086,29.086,29.086,31.6293,31.6293,31.6293,29.4935,29.4935
2023-10-04,,,,,,,,,,,,,,,,35.2853,34.475,32.8168,31.7983,30.0865,30.0865,30.0865,29.162,29.162,29.162,31.7145,31.7145,31.7145,29.4973,29.4973
2023-10-05,,,,,,,,,,,,,,,,35.013,34.323,32.664,31.6538,30.006,30.006,30.006,29.0815,29.0815,29.0815,31.5933,31.5933,31.5933,29.4613,29.4613
2023-10-06,,,,,,,,,,,,,,,,35.2619,34.2818,32.6213,31.6088,29.7765,29.7765,29.7765,29.1775,29.1775,29.1775,31.6848,31.6848,31.6848,29.4575,29.4575
2023-10-09,,,,,,,,,,,,,,,,34.4059,34.2353,32.523,31.503,29.9483,29.9483,29.9483,29.3768,29.3768,29.3768,32.043,32.043,32.043,29.459,29.459
2023-10-10,,,,,,,,,,,,,,,,35.1929,34.275,32.607,31.5495,29.9685,29.9685,29.9685,29.44,29.44,29.44,32.0718,32.0718,32.0718,29.4988,29.4988
2023-10-11,,,,,,,,,,,,,,,,37.8612,35.0885,33.188,32.0458,30.5793,30.5793,30.5793,30.0498,30.0498,30.0498,32.3565,32.3565,32.3565,29.7973,29.7973
2023-10-12,,,,,,,,,,,,,,,,40.6754,36.6855,33.5925,32.5298,31.1293,31.1293,31.1293,30.3888,30.3888,30.3888,32.988,32.988,32.988,29.9428,29.9428
2023-10-13,,,,,,,,,,,,,,,,39.7369,36.6983,33.549,32.418,31.0835,31.0835,31.0835,30.3783,30.3783,30.3783,33.111,33.111,33.111,29.9428,29.9428
2023-10-16,,,,,,,,,,,,,,,,40.6049,36.6603,34.2655,32.7993,31.5,31.5,31.5,30.5,30.5,30.5,33.3695,33.3695,33.3695,29.993,29.993
2023-10-17,,,,,,,,,,,,,,,,40.3421,36.425,34.0693,32.5843,31.3295,31.3295,31.3295,30.34,30.34,30.34,33.1815,33.1815,33.1815,30.026,30.026
2023-10-18,,,,,,,,,,,,,,,,40.1457,36.4685,34.1113,32.6458,31.279,31.279,31.279,30.2985,30.2985,30.2985,33.213,33.213,33.213,30.0245,30.0245
2023-10-19,,,,,,,,,,,,,,,,40.6046,36.6973,34.3348,32.8708,31.7,31.7,31.7,30.2105,30.2105,30.2105,33.4823,33.4823,33.4823,30.1645,30.1645
2023-10-20,,,,,,,,,,,,,,,,41.3505,37.4855,34.9235,33.4415,31.966,31.966,31.966,30.3623,30.3623,30.3623,33.7725,33.7725,33.7725,30.2713,30.2713
2023-10-23,,,,,,,,,,,,,,,,37.8555,35.3243,33.6668,32.1653,32.1653,32.1653,30.342,30.342,30.342,33.786,33.786,33.786,30.2945,30.2945,30.2945
2023-10-24,,,,,,,,,,,,,,,,38.3295,35.8448,34.2323,32.5918,32.5918,32.5918,30.654,30.654,30.654,34.1405,34.1405,34.1405,30.4978,30.4978,30.4978
2023-10-25,,,,,,,,,,,,,,,,38.66,36.0163,34.3498,32.6,32.6,32.6,30.5053,30.5053,30.5053,34.1485,34.1485,34.1485,30.5698,30.5698,30.5698
2023-10-26,,,,,,,,,,,,,,,,40.1363,36.0293,34.3095,32.5993,32.5993,32.5993,30.7215,30.7215,30.7215,34.042,34.042,34.042,30.7108,30.7108,30.7108
2023-10-27,,,,,,,,,,,,,,,,40.308,35.6048,34.0463,32.606,32.606,32.606,30.7755,30.7755,30.7755,34.0465,34.0465,34.0465,30.6005,30.6005,30.6005
2023-10-30,,,,,,,,,,,,,,,,39.8808,35.7955,34.2273,32.5685,32.5685,32.5685,30.7548,30.7548,30.7548,34.0215,34.0215,34.0215,30.5923,30.5923,30.5923
2023-10-31,,,,,,,,,,,,,,,,40.138,36.187,34.5685,33.3013,32.8974,32.8974,30.9555,30.9555,30.9555,34.0955,34.0955,34.0955,32.1245,32.1245,32.1245
2023-11-01,,,,,,,,,,,,,,,,41.0795,35.8453,33.53,33.4305,32.7848,32.7848,31.0,31.0,31.0,34.031,34.031,34.031,32.122,32.122,32.122
2023-11-02,,,,,,,,,,,,,,,,41.033,35.897,34.013,33.4305,32.832,32.832,31.0,31.0,31.0,34.1473,34.1473,34.1473,32.14,32.14,32.14
2023-11-03,,,,,,,,,,,,,,,,41.0375,35.8565,33.9688,33.4258,32.7969,32.7969,31.0,31.0,31.0,34.0673,34.0673,34.0673,32.3383,32.3383,32.3383
2023-11-06,,,,,,,,,,,,,,,,40.8813,35.7565,33.8695,33.4258,32.753,32.753,30.9435,30.9435,30.9435,34.0365,34.0365,34.0365,32.3068,32.3068,32.3068
2023-11-07,,,,,,,,,,,,,,,,40.772,35.4815,33.62,33.4,32.5495,32.5495,30.697,30.697,30.697,33.8353,33.8353,33.8353,32.433,32.433,32.433
2023-11-08,,,,,,,,,,,,,,,,41.2585,35.4873,33.7023,33.3908,32.5549,32.5549,30.5783,30.5783,30.5783,33.6298,33.6298,33.6298,32.43,32.43,32.43
2023-11-09,,,,,,,,,,,,,,,,40.5998,35.4638,33.4913,33.2683,32.4875,32.4875,30.005,30.005,30.005,33.21,33.21,33.21,32.405,32.405,32.405
2023-11-10,,,,,,,,,,,,,,,,40.301,35.6233,33.425,33.1538,32.274,32.274,30.4205,30.4205,30.4205,33.325,33.325,33.325,32.3945,32.3945,32.3945
2023-11-13,,,,,,,,,,,,,,,,40.2135,35.5283,33.315,33.1615,32.1693,32.1693,30.357,30.357,30.357,33.325,33.325,33.325,32.3635,32.3635,32.3635
2023-11-14,,,,,,,,,,,,,,,,40.5,35.6108,33.4643,32.747,32.4444,32.4444,30.476,30.476,30.476,33.3673,33.3673,33.3673,32.3635,32.3635,32.3635
2023-11-15,,,,,,,,,,,,,,,,40.6303,35.6188,33.4918,32.801,32.5884,32.5884,30.709,30.709,30.709,33.579,33.579,33.579,32.3635,32.3635,32.3635
2023-11-16,,,,,,,,,,,,,,,,40.8935,35.9128,33.7438,33.3418,33.3361,33.3361,30.8928,30.8928,30.8928,33.6303,33.6303,33.6303,32.4508,32.4508,32.4508
2023-11-17,,,,,,,,,,,,,,,,40.9198,35.942,33.7655,33.5833,33.7138,33.7138,30.9505,30.9505,30.9505,33.6348,33.6348,33.6348,32.468,32.468,32.468
2023-11-20,,,,,,,,,,,,,,,,40.6485,35.7293,33.603,33.519,33.6203,33.6203,30.861,30.861,30.861,33.597,33.597,33.597,32.474,32.474,32.474
2023-11-21,,,,,,,,,,,,,,,,40.2355,35.5898,33.5145,33.38,33.344,33.344,30.475,30.475,30.475,33.75,33.75,33.75,32.4235,32.4235,32.4235
2023-11-22,,,,,,,,,,,,,,,,35.352,33.4013,33.349,33.2399,33.2399,30.1823,30.1823,30.1823,33.6823,33.6823,33.6823,32.4213,32.4213,32.4213,30.3193
2023-11-27,,,,,,,,,,,,,,,,35.5673,33.6968,33.2683,33.1996,33.1996,30.0525,30.0525,30.0525,33.647,33.647,33.647,32.4213,32.4213,32.4213,30.3143
2023-11-28,,,,,,,,,,,,,,,,36.0748,33.9665,33.2863,33.221,33.221,30.138,30.138,30.138,33.704,33.704,33.704,32.4213,32.4213,32.4213,30.3143
2023-11-29,,,,,,,,,,,,,,,,36.8738,34.5203,33.3718,33.3639,33.3639,29.9783,29.9783,29.9783,33.2995,33.2995,33.2995,32.6595,32.6595,32.6595,30.5525
