Date,wdf_A01,wdf_A02,wdf_A03,wdf_A04,wdf_A05,wdf_A06,wdf_A07,wdf_A08,wdf_A09,wdf_A10,wdf_A11,wdf_A12,wdf_A13,wdf_A14,wdf_A15,wde_A01,wde_A02,wde_A03,wde_A04,wde_A05,wde_A06,wde_A07,wde_A08,wde_A09,wde_A10,wde_A11,wde_A12,wde_A13,wde_A14,wde_A15
2026-04-07,53.58,47.189,44.58,43.74,45.101,45.101,45.101,41.713,41.713,41.713,37.706,37.706,37.706,37.706,37.706,50.969,44.587,41.978,41.138,42.733,42.733,42.733,38.933,38.933,38.933,34.926,34.926,34.926,34.926,34.926
2026-04-08,44.925,44.224,42.728,42.434,44.168,44.168,44.168,41.119,41.119,41.119,37.281,37.281,37.281,37.281,37.281,42.322,41.622,40.126,39.832,41.246,41.246,41.246,38.309,38.309,38.309,34.471,34.471,34.471,34.471,34.471
2026-04-09,44.12,42.612,40.603,40.062,43.14,43.14,43.14,41.114,41.114,41.114,37.309,37.309,37.309,37.309,37.309,41.502,39.994,37.987,37.442,40.525,40.525,40.525,38.224,38.224,38.224,34.419,34.419,34.419,34.419,34.419
2026-04-10,41.087,40.874,39.14,38.784,42.593,42.593,42.593,40.985,40.985,40.985,36.954,36.954,36.954,36.954,36.954,38.475,38.263,36.527,36.154,40.207,40.207,40.207,38.135,38.135,38.135,34.104,34.104,34.104,34.104,34.104
2026-04-13,41.78,40.373,39.104,38.837,42.53,42.53,42.53,41.096,41.096,41.096,36.958,36.958,36.958,36.958,36.958,39.168,37.761,36.487,36.226,39.919,39.919,39.919,38.246,38.246,38.246,34.108,34.108,34.108,34.108,34.108
2026-04-14,42.59,38.449,37.666,37.338,42.526,42.526,42.526,41.033,41.033,41.033,36.896,36.896,36.896,36.896,36.896,39.504,35.834,35.063,34.72,39.713,39.713,39.713,38.083,38.083,38.083,33.946,33.946,33.946,33.946,33.946
2026-04-15,43.85,40.223,38.988,38.613,43.0,43.0,43.0,40.968,40.968,40.968,37.085,37.085,37.085,37.085,37.085,40.982,37.612,36.375,36.001,39.908,39.908,39.908,38.028,38.028,38.028,34.145,34.145,34.145,34.145,34.145
2026-04-16,51.947,44.233,42.443,42.471,45.74,45.74,45.74,41.824,41.824,41.824,36.991,36.991,36.991,36.991,36.991,49.082,41.621,39.833,39.861,42.654,42.654,42.654,38.864,38.864,38.864,34.031,34.031,34.031,34.031,34.031
2026-04-17,49.373,43.643,42.308,42.516,45.762,45.762,45.762,41.5,41.5,41.5,37.088,37.088,37.088,37.088,37.088,46.533,40.991,39.657,39.865,42.634,42.634,42.634,38.46,38.46,38.46,34.048,34.048,34.048,34.048,34.048
2026-04-20,52.765,45.194,43.569,43.604,46.46,46.46,46.46,41.666,41.666,41.666,37.243,37.243,37.243,37.243,37.243,49.869,42.495,40.865,40.899,43.287,43.287,43.287,38.666,38.666,38.666,34.243,34.243,34.243,34.243,34.243
